Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Geometry)	Opportunity (Geometry)	Predicted Error Rate (Geometry)	KC (KRE_circle_area)	Opportunity (KRE_circle_area)	Predicted Error Rate (KRE_circle_area)	KC (Khushboo)	Opportunity (Khushboo)	Predicted Error Rate (Khushboo)	KC (MJB-SQRECT-Merge)	Opportunity (MJB-SQRECT-Merge)	Predicted Error Rate (MJB-SQRECT-Merge)	KC (MyKC)	Opportunity (MyKC)	Predicted Error Rate (MyKC)	KC (NNEWWW)	Opportunity (NNEWWW)	Predicted Error Rate (NNEWWW)	KC (New)	Opportunity (New)	Predicted Error Rate (New)	KC (NewModel)	Opportunity (NewModel)	Predicted Error Rate (NewModel)	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Textbook)	Opportunity (Textbook)	Predicted Error Rate (Textbook)	KC (Textbook-test)	Opportunity (Textbook-test)	Predicted Error Rate (Textbook-test)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)	KC (Zhulin_Textbook11_SquareRectMerge)	Opportunity (Zhulin_Textbook11_SquareRectMerge)	Predicted Error Rate (Zhulin_Textbook11_SquareRectMerge)	KC (new KC model name)	Opportunity (new KC model name)	Predicted Error Rate (new KC model name)
959	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	PENTAGON_ABCDE	5	(SIDE QUESTION3)	1996-02-01 01:14:22	1996-02-01 01:14:48	1996-02-01 01:14:48	1996-02-01 01:14:48	26	26	.	correct	0	0	1	.	Geometry	132	0.2846	pentagon-area	27	0.1017	area	103	0.2622	pentagon-area	27	0.1011	pentagon-area	27	0.1013	pentagon-area	27	0.1013	pentagon-area	27	0.1011	pentagon-area	27	0.1011	Single-KC	132	0.2846	pentagon-area	27	0.1013	pentagon-area	27	0.1011	KC10	5	0.1403	pentagon-area	27	0.1011	pentagon-area	27	0.0994
960	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_O	1	(RADIUS QUESTION1)	1996-02-01 01:15:45	1996-02-01 01:15:45	1996-02-01 01:15:45	1996-02-01 01:17:59	8	8	.	correct	1	0	2	.	Geometry	133	0.2845	circle-diameter	1	0.3763	diameter	1	0.3649	circle-diameter	1	0.3774	circle-diameter	1	0.3772	circle-diameter	1	0.3772	circle-diameter	1	0.3774	circle-diameter	1	0.3774	Single-KC	133	0.2845	circle-diameter	1	0.3772	circle-diameter	1	0.3774	KC15	1	0.2700	circle-diameter	1	0.3774	circle-diameter	1	0.3755
961	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_O	1	(DIAMETER QUESTION2)	1996-02-01 01:15:45	1996-02-01 01:16:09	1996-02-01 01:16:09	1996-02-01 01:18:01	26	26	.	correct	0	0	2	.	Geometry	134	0.2845	circle-diameter	2	0.3675	diameter	2	0.3574	circle-diameter	2	0.3683	circle-diameter	2	0.3682	circle-diameter	2	0.3682	circle-diameter	2	0.3683	circle-diameter	2	0.3683	Single-KC	134	0.2845	circle-diameter	2	0.3682	circle-diameter	2	0.3683	KC82	1	0.2137	circle-diameter	2	0.3683	circle-diameter	2	0.3662
962	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_O	1	(AREA QUESTION1)	1996-02-01 01:16:09	1996-02-01 01:16:12	1996-02-01 01:16:13	1996-02-01 01:18:04	7	.	7	incorrect	1	0	2	.	Geometry	135	0.2845	circle-area	1	0.5055	area	104	0.2618	circle-area	1	0.4631	circle-area	1	0.4623	circle-area	1	0.4623	circle-area	1	0.4631	circle-area	1	0.4631	Single-KC	135	0.2845	circle-area	1	0.4623	circle-area	1	0.4631	KC4	1	0.6240	circle-area	1	0.4631	circle-area	1	0.4607
963	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_O	1	(AREA QUESTION2)	1996-02-01 01:16:13	1996-02-01 01:16:49	1996-02-01 01:16:49	1996-02-01 01:18:57	89	89	.	correct	0	0	2	.	Geometry	136	0.2844	circle-area	2	0.4840	area	105	0.2613	circle-area	2	0.4462	circle-area	2	0.4455	circle-area	2	0.4455	circle-area	2	0.4462	circle-area	2	0.4462	Single-KC	136	0.2844	circle-area	2	0.4455	circle-area	2	0.4462	KC93	1	0.3353	circle-area	2	0.4462	circle-area	2	0.4438
964	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_O	1	(CIRCUMFERENCE QUESTION1)	1996-02-01 01:16:49	1996-02-01 01:17:03	1996-02-01 01:17:03	1996-02-01 01:19:20	37	37	.	correct	1	0	2	.	Geometry	137	0.2844	circle-circumference	1	0.3378	circumference	1	0.3289	circle-circumference	1	0.3396	circle-circumference	1	0.3394	circle-circumference	1	0.3394	circle-circumference	1	0.3396	circle-circumference	1	0.3396	Single-KC	137	0.2844	circle-circumference	1	0.3394	circle-circumference	1	0.3396	KC107	1	0.4934	circle-circumference	1	0.3396	circle-circumference	1	0.3377
965	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_O	1	(CIRCUMFERENCE QUESTION2)	1996-02-01 01:17:03	1996-02-01 01:17:51	1996-02-01 01:17:51	1996-02-01 01:19:43	71	71	.	correct	0	0	2	.	Geometry	138	0.2843	circle-circumference	2	0.3234	circumference	2	0.3157	circle-circumference	2	0.3248	circle-circumference	2	0.3247	circle-circumference	2	0.3247	circle-circumference	2	0.3248	circle-circumference	2	0.3248	Single-KC	138	0.2843	circle-circumference	2	0.3247	circle-circumference	2	0.3248	KC74	1	0.1711	circle-circumference	2	0.3248	circle-circumference	2	0.3228
966	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_O	1	(RADIUS QUESTION3)	1996-02-01 01:19:43	1996-02-01 01:19:52	1996-02-01 01:19:53	1996-02-01 01:19:53	10	.	10	incorrect	1	0	1	.	Geometry	139	0.2843	circle-area	3	0.4625	area	106	0.2608	circle-area	3	0.4294	circle-area	3	0.4288	circle-area	3	0.4288	circle-area	3	0.4294	circle-area	3	0.4294	Single-KC	139	0.2843	circle-area	3	0.4288	circle-area	3	0.4294	KC71	1	0.5622	circle-area	3	0.4294	circle-area	3	0.4270
967	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_O	1	(DIAMETER QUESTION3)	1996-02-01 01:19:53	1996-02-01 01:20:09	1996-02-01 01:20:10	1996-02-01 01:20:10	17	.	17	incorrect	1	0	1	.	Geometry	140	0.2842	circle-diameter	3	0.3587	diameter	3	0.3500	circle-diameter	3	0.3594	circle-diameter	3	0.3593	circle-diameter	3	0.3593	circle-diameter	3	0.3594	circle-diameter	3	0.3594	Single-KC	140	0.2842	circle-diameter	3	0.3593	circle-diameter	3	0.3594	KC120	1	0.4255	circle-diameter	3	0.3594	circle-diameter	3	0.3570
968	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_O	1	(CIRCUMFERENCE QUESTION3)	1996-02-01 01:20:10	1996-02-01 01:20:36	1996-02-01 01:20:37	1996-02-01 01:20:37	27	.	27	incorrect	1	0	1	.	Geometry	141	0.2842	circle-circumference	3	0.3092	circumference	3	0.3028	circle-circumference	3	0.3104	circle-circumference	3	0.3103	circle-circumference	3	0.3103	circle-circumference	3	0.3104	circle-circumference	3	0.3104	Single-KC	141	0.2842	circle-circumference	3	0.3103	circle-circumference	3	0.3104	KC117	1	0.4615	circle-circumference	3	0.3104	circle-circumference	3	0.3082
969	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_O	1	(RADIUS QUESTION4)	1996-02-01 01:20:37	1996-02-01 01:20:54	1996-02-01 01:20:54	1996-02-01 01:20:54	17	17	.	correct	0	0	1	.	Geometry	142	0.2841	circle-diameter	4	0.3500	diameter	4	0.3426	circle-diameter	4	0.3505	circle-diameter	4	0.3505	circle-diameter	4	0.3505	circle-diameter	4	0.3505	circle-diameter	4	0.3505	Single-KC	142	0.2841	circle-diameter	4	0.3505	circle-diameter	4	0.3505	KC123	1	0.4898	circle-diameter	4	0.3505	circle-diameter	4	0.3479
970	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_O	1	(DIAMETER QUESTION4)	1996-02-01 01:20:54	1996-02-01 01:20:58	1996-02-01 01:20:58	1996-02-01 01:20:58	4	4	.	correct	0	0	1	.	Geometry	143	0.2841	circle-circumference	4	0.2955	circumference	4	0.2903	circle-circumference	4	0.2964	circle-circumference	4	0.2963	circle-circumference	4	0.2963	circle-circumference	4	0.2964	circle-circumference	4	0.2964	Single-KC	143	0.2841	circle-circumference	4	0.2963	circle-circumference	4	0.2964	KC70	1	0.3068	circle-circumference	4	0.2964	circle-circumference	4	0.2939
971	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_O	1	(AREA QUESTION4)	1996-02-01 01:20:58	1996-02-01 01:21:00	1996-02-01 01:21:01	1996-02-01 01:21:01	3	.	3	incorrect	1	0	1	.	Geometry	144	0.2840	circle-area	4	0.4411	area	107	0.2604	circle-area	4	0.4128	circle-area	4	0.4123	circle-area	4	0.4122	circle-area	4	0.4128	circle-area	4	0.4128	Single-KC	144	0.2840	circle-area	4	0.4123	circle-area	4	0.4128	KC31	1	0.5367	circle-area	4	0.4128	circle-area	4	0.4103
972	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	LAWN_SPRINKLER	1	(AREA QUESTION1)	1996-02-01 01:22:13	1996-02-01 01:22:13	1996-02-01 01:22:13	1996-02-01 01:22:13	0	0	.	correct	0	0	1	.	Geometry	145	0.2840	circle-area	5	0.4200	area	108	0.2599	circle-area	5	0.3964	circle-area	5	0.3959	circle-area	5	0.3959	circle-area	5	0.3964	circle-area	5	0.3964	Single-KC	145	0.2840	circle-area	5	0.3959	circle-area	5	0.3964	KC52	1	0.4473	circle-area	5	0.3964	circle-area	5	0.3939
973	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	COVERING_POOL	1	(RADIUS QUESTION1)	1996-02-01 01:22:31	1996-02-01 01:22:31	1996-02-01 01:22:32	1996-02-01 01:22:32	1	.	1	incorrect	1	0	1	.	Geometry	146	0.2840	circle-area	6	0.3991	area	109	0.2595	circle-area	6	0.3803	circle-area	6	0.3798	circle-area	6	0.3798	circle-area	6	0.3803	circle-area	6	0.3803	Single-KC	146	0.2840	circle-area	6	0.3798	circle-area	6	0.3803	KC118	1	0.6550	circle-area	6	0.3803	circle-area	6	0.3777
974	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	COVERING_POOL	1	(DIAMETER QUESTION1)	1996-02-01 01:22:32	1996-02-01 01:23:41	1996-02-01 01:23:42	1996-02-01 01:23:42	70	.	70	incorrect	1	0	1	.	Geometry	147	0.2839	circle-diameter	5	0.3415	diameter	5	0.3353	circle-diameter	5	0.3418	circle-diameter	5	0.3418	circle-diameter	5	0.3418	circle-diameter	5	0.3418	circle-diameter	5	0.3418	Single-KC	147	0.2839	circle-diameter	5	0.3418	circle-diameter	5	0.3418	KC79	1	0.5224	circle-diameter	5	0.3418	circle-diameter	5	0.3390
975	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	DOG_ON_A_ROPE	1	(AREA QUESTION1)	1996-02-01 01:23:52	1996-02-01 01:23:52	1996-02-01 01:23:53	1996-02-01 01:23:53	1	.	1	incorrect	1	0	1	.	Geometry	148	0.2839	circle-area	7	0.3786	area	110	0.2590	circle-area	7	0.3643	circle-area	7	0.3640	circle-area	7	0.3640	circle-area	7	0.3643	circle-area	7	0.3643	Single-KC	148	0.2839	circle-area	7	0.3640	circle-area	7	0.3643	KC103	1	0.2500	circle-area	7	0.3643	circle-area	7	0.3617
976	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	DOG_ON_A_ROPE	1	(CIRCUMFERENCE QUESTION1)	1996-02-01 01:23:53	1996-02-01 01:24:59	1996-02-01 01:24:59	1996-02-01 01:24:59	66	66	.	correct	0	0	1	.	Geometry	149	0.2838	circle-circumference	5	0.2820	circumference	5	0.2780	circle-circumference	5	0.2827	circle-circumference	5	0.2827	circle-circumference	5	0.2827	circle-circumference	5	0.2827	circle-circumference	5	0.2827	Single-KC	149	0.2838	circle-circumference	5	0.2827	circle-circumference	5	0.2827	KC87	1	0.3571	circle-circumference	5	0.2827	circle-circumference	5	0.2801
977	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	LAWN_SPRINKLER_2	1	(WATERED-LAWN-AREA QUESTION1)	1996-02-01 01:26:01	1996-02-01 01:26:01	1996-02-01 01:26:01	1996-02-01 01:26:01	0	0	.	correct	0	0	1	.	Geometry	150	0.2838	circle-area	8	0.3586	area	111	0.2585	circle-area	8	0.3487	circle-area	8	0.3484	circle-area	8	0.3484	circle-area	8	0.3487	circle-area	8	0.3487	Single-KC	150	0.2838	circle-area	8	0.3484	circle-area	8	0.3487	KC90	1	0.3176	circle-area	8	0.3487	circle-area	8	0.3461
978	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	LAWN_SPRINKLER_2	1	(TOTAL-LAWN-AREA QUESTION1)	1996-02-01 01:26:01	1996-02-01 01:26:10	1996-02-01 01:26:10	1996-02-01 01:26:10	9	9	.	correct	0	0	1	.	Geometry	151	0.2837	rectangle-area	23	0.0677	area	112	0.2581	sq_rect-area	26	0.0757	rectangle-area	23	0.0673	rectangle-area	23	0.0673	square-rect-area	26	0.0757	square-rect-area	26	0.0757	Single-KC	151	0.2837	rectangle-area	23	0.0673	rectangle-area	26	0.0757	KC65	1	0.2378	square-rect-area	26	0.0757	square-rect-area	14	0.0806
979	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	LAWN_SPRINKLER_2	1	(UNWATERED-LAWN-AREA QUESTION1)	1996-02-01 01:26:10	1996-02-01 01:26:22	1996-02-01 01:26:23	1996-02-01 01:26:23	13	.	13	incorrect	1	0	1	.	Geometry	152	0.2837	compose-by-addition	10	0.3138	compose-by-addition	10	0.3187	compose-by-addition	10	0.3127	compose-by-addition	10	0.3126	compose-by-addition	10	0.3126	compose-by-addition	10	0.3127	compose-by-addition	10	0.3127	Single-KC	152	0.2837	compose-by-addition	10	0.3126	compose-by-addition	10	0.3127	KC26	1	0.3961	compose-by-addition	10	0.3127	compose-by-addition	4	0.3363
980	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_DIAMETER	1	(RADIUS QUESTION1)	1996-02-01 01:26:27	1996-02-01 01:26:27	1996-02-01 01:26:27	1996-02-01 01:26:27	0	0	.	correct	0	0	1	.	Geometry	153	0.2836	circle-diameter	6	0.3330	diameter	6	0.3281	circle-diameter	6	0.3331	circle-diameter	6	0.3331	circle-diameter	6	0.3331	circle-diameter	6	0.3331	circle-diameter	6	0.3331	Single-KC	153	0.2836	circle-diameter	6	0.3331	circle-diameter	6	0.3331	KC60	1	0.0946	circle-diameter	6	0.3331	circle-diameter	6	0.3301
981	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_DIAMETER	1	(AREA QUESTION1)	1996-02-01 01:26:27	1996-02-01 01:26:45	1996-02-01 01:26:45	1996-02-01 01:26:45	18	18	.	correct	0	0	1	.	Geometry	154	0.2836	circle-pi	1	0.1797	area	113	0.2576	circle-area	9	0.3334	circle-area	9	0.3332	circle-area	9	0.3332	circle-area	9	0.3334	circle-area	9	0.3334	Single-KC	154	0.2836	circle-area	9	0.3332	circle-area	9	0.3334	KC130	1	0.1223	circle-area	9	0.3334	circle-area	9	0.3308
982	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_DIAMETER	1	(CIRCUMFERENCE QUESTION1)	1996-02-01 01:26:45	1996-02-01 01:27:09	1996-02-01 01:27:09	1996-02-01 01:27:09	24	24	.	correct	0	0	1	.	Geometry	155	0.2835	circle-circumference	6	0.2690	circumference	6	0.2661	circle-circumference	6	0.2694	circle-circumference	6	0.2694	circle-circumference	6	0.2694	circle-circumference	6	0.2694	circle-circumference	6	0.2694	Single-KC	155	0.2835	circle-circumference	6	0.2694	circle-circumference	6	0.2694	KC13	1	0.1773	circle-circumference	6	0.2694	circle-circumference	6	0.2667
983	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_CIRCUMFERENCE	1	(DIAMETER QUESTION4)	1996-02-01 01:27:25	1996-02-01 01:27:25	1996-02-01 01:27:25	1996-02-01 01:27:25	0	0	.	correct	0	0	1	.	Geometry	156	0.2835	circle-circumference	7	0.2563	circumference	7	0.2545	circle-circumference	7	0.2565	circle-circumference	7	0.2566	circle-circumference	7	0.2566	circle-circumference	7	0.2565	circle-circumference	7	0.2565	Single-KC	156	0.2835	circle-circumference	7	0.2566	circle-circumference	7	0.2565	KC11	1	0.2758	circle-circumference	7	0.2565	circle-circumference	7	0.2537
984	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_CIRCUMFERENCE	1	(RADIUS QUESTION4)	1996-02-01 01:27:25	1996-02-01 01:28:12	1996-02-01 01:28:12	1996-02-01 01:28:12	47	47	.	correct	0	0	1	.	Geometry	157	0.2835	circle-diameter	7	0.3246	diameter	7	0.3210	circle-diameter	7	0.3246	circle-diameter	7	0.3246	circle-diameter	7	0.3246	circle-diameter	7	0.3246	circle-diameter	7	0.3246	Single-KC	157	0.2835	circle-diameter	7	0.3246	circle-diameter	7	0.3246	KC58	1	0.5549	circle-diameter	7	0.3246	circle-diameter	7	0.3213
985	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_CIRCUMFERENCE	1	(AREA QUESTION4)	1996-02-01 01:28:12	1996-02-01 01:28:20	1996-02-01 01:28:20	1996-02-01 01:28:20	8	8	.	correct	0	0	1	.	Geometry	158	0.2834	circle-pi	2	0.1638	area	114	0.2571	circle-area	10	0.3185	circle-area	10	0.3183	circle-area	10	0.3183	circle-area	10	0.3185	circle-area	10	0.3185	Single-KC	158	0.2834	circle-area	10	0.3183	circle-area	10	0.3185	KC125	1	0.4249	circle-area	10	0.3185	circle-area	10	0.3158
986	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_AREA	1	(RADIUS QUESTION3)	1996-02-01 01:28:37	1996-02-01 01:28:37	1996-02-01 01:28:38	1996-02-01 01:28:38	1	.	1	incorrect	1	0	1	.	Geometry	159	0.2834	circle-area	9	0.3390	area	115	0.2567	circle-area	11	0.3039	circle-area	11	0.3038	circle-area	11	0.3038	circle-area	11	0.3039	circle-area	11	0.3039	Single-KC	159	0.2834	circle-area	11	0.3038	circle-area	11	0.3039	KC86	1	0.4501	circle-area	11	0.3039	circle-area	11	0.3012
987	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_AREA	1	(DIAMETER QUESTION3)	1996-02-01 01:28:38	1996-02-01 01:31:15	1996-02-01 01:31:15	1996-02-01 01:31:15	157	157	.	correct	0	0	1	.	Geometry	160	0.2833	circle-diameter	8	0.3164	diameter	8	0.3139	circle-diameter	8	0.3161	circle-diameter	8	0.3162	circle-diameter	8	0.3162	circle-diameter	8	0.3161	circle-diameter	8	0.3161	Single-KC	160	0.2833	circle-diameter	8	0.3162	circle-diameter	8	0.3161	KC63	1	0.4776	circle-diameter	8	0.3161	circle-diameter	8	0.3127
988	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_AREA	1	(CIRCUMFERENCE QUESTION3)	1996-02-01 01:31:15	1996-02-01 01:31:21	1996-02-01 01:31:21	1996-02-01 01:31:21	6	6	.	correct	0	0	1	.	Geometry	161	0.2833	circle-circumference	8	0.2441	circumference	8	0.2432	circle-circumference	8	0.2441	circle-circumference	8	0.2442	circle-circumference	8	0.2442	circle-circumference	8	0.2441	circle-circumference	8	0.2441	Single-KC	161	0.2833	circle-circumference	8	0.2442	circle-circumference	8	0.2441	KC44	1	0.3099	circle-circumference	8	0.2441	circle-circumference	8	0.2411
989	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	COVERING_POOL	2	(RADIUS QUESTION1)	1996-02-01 01:31:32	1996-02-01 01:31:32	1996-02-01 01:31:32	1996-02-01 01:31:32	0	0	.	correct	0	0	1	.	Geometry	162	0.2832	circle-area	10	0.3200	area	116	0.2562	circle-area	12	0.2897	circle-area	12	0.2896	circle-area	12	0.2896	circle-area	12	0.2897	circle-area	12	0.2897	Single-KC	162	0.2832	circle-area	12	0.2896	circle-area	12	0.2897	KC118	2	0.4708	circle-area	12	0.2897	circle-area	12	0.2870
990	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	COVERING_POOL	2	(DIAMETER QUESTION1)	1996-02-01 01:31:32	1996-02-01 01:33:38	1996-02-01 01:33:38	1996-02-01 01:33:38	126	126	.	correct	0	0	1	.	Geometry	163	0.2832	circle-diameter	9	0.3083	diameter	9	0.3069	circle-diameter	9	0.3078	circle-diameter	9	0.3080	circle-diameter	9	0.3080	circle-diameter	9	0.3078	circle-diameter	9	0.3078	Single-KC	163	0.2832	circle-diameter	9	0.3080	circle-diameter	9	0.3078	KC79	2	0.4059	circle-diameter	9	0.3078	circle-diameter	9	0.3042
991	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_DIAMETER	2	(RADIUS QUESTION1)	1996-02-01 01:33:40	1996-02-01 01:33:40	1996-02-01 01:33:40	1996-02-01 01:33:40	0	0	.	correct	0	0	1	.	Geometry	164	0.2831	circle-diameter	10	0.3002	diameter	10	0.3001	circle-diameter	10	0.2997	circle-diameter	10	0.2998	circle-diameter	10	0.2998	circle-diameter	10	0.2997	circle-diameter	10	0.2997	Single-KC	164	0.2831	circle-diameter	10	0.2998	circle-diameter	10	0.2997	KC60	2	0.0820	circle-diameter	10	0.2997	circle-diameter	10	0.2958
992	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_DIAMETER	2	(AREA QUESTION1)	1996-02-01 01:33:40	1996-02-01 01:33:59	1996-02-01 01:33:59	1996-02-01 01:33:59	19	19	.	correct	0	0	1	.	Geometry	165	0.2831	circle-pi	3	0.1490	area	117	0.2558	circle-area	13	0.2759	circle-area	13	0.2759	circle-area	13	0.2759	circle-area	13	0.2759	circle-area	13	0.2759	Single-KC	165	0.2831	circle-area	13	0.2759	circle-area	13	0.2759	KC130	2	0.0523	circle-area	13	0.2759	circle-area	13	0.2732
993	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	CIRCLE_DIAMETER	2	(CIRCUMFERENCE QUESTION1)	1996-02-01 01:33:59	1996-02-01 01:34:22	1996-02-01 01:34:22	1996-02-01 01:34:22	23	23	.	correct	0	0	1	.	Geometry	166	0.2830	circle-circumference	9	0.2322	circumference	9	0.2323	circle-circumference	9	0.2320	circle-circumference	9	0.2321	circle-circumference	9	0.2321	circle-circumference	9	0.2320	circle-circumference	9	0.2320	Single-KC	166	0.2830	circle-circumference	9	0.2321	circle-circumference	9	0.2320	KC13	2	0.1773	circle-circumference	9	0.2320	circle-circumference	9	0.2289
994	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	TROGS	1	(TROG-HEIGHT QUESTION1)	1996-02-01 01:34:30	1996-02-01 01:34:30	1996-02-01 01:34:31	1996-02-01 01:34:31	1	.	1	incorrect	1	0	1	.	Geometry	167	0.2830	equi-tri-height?	1	0.8781	equi-tri-height?	1	0.8717	equi-tri-height?	1	0.8776	equi-tri-height?	1	0.8775	equi-tri-height?	1	0.8775	equi-tri-height?	1	0.8776	equi-tri-height?	1	0.8776	Single-KC	167	0.2830	equi-tri-height?	1	0.8775	equi-tri-height?	1	0.8776	KC85	1	0.9127	equi-tri-height?	1	0.8776	equi-tri-height?	1	0.8770
995	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	TROGS	1	(TROG-AREA QUESTION1)	1996-02-01 01:34:31	1996-02-01 01:34:53	1996-02-01 01:34:53	1996-02-01 01:34:53	22	22	.	correct	0	0	1	.	Geometry	168	0.2830	triangle-area	25	0.2069	area	118	0.2553	triangle-area	25	0.2058	triangle-area	25	0.2064	triangle-area	25	0.2064	triangle-area	25	0.2058	triangle-area	25	0.2058	Single-KC	168	0.2830	triangle-area	25	0.2064	triangle-area	25	0.2058	KC78	1	0.2851	triangle-area	25	0.2058	triangle-area	25	0.2036
996	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	TROGS	1	(TROG-HEIGHT QUESTION2)	1996-02-01 01:34:53	1996-02-01 01:37:35	1996-02-01 01:37:36	1996-02-01 01:37:36	163	.	163	incorrect	1	0	1	.	Geometry	169	0.2829	equi-tri-height?	2	0.6784	equi-tri-height?	2	0.6696	equi-tri-height?	2	0.6774	equi-tri-height?	2	0.6771	equi-tri-height?	2	0.6771	equi-tri-height?	2	0.6774	equi-tri-height?	2	0.6774	Single-KC	169	0.2829	equi-tri-height?	2	0.6771	equi-tri-height?	2	0.6774	KC100	1	0.6396	equi-tri-height?	2	0.6774	equi-tri-height?	2	0.6754
997	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	TROGS	1	(TROG-HEIGHT QUESTION3)	1996-02-01 01:37:36	1996-02-01 01:37:50	1996-02-01 01:37:50	1996-02-01 01:37:50	14	14	.	correct	0	0	1	.	Geometry	170	0.2829	equi-tri-height?	3	0.3817	equi-tri-height?	3	0.3768	equi-tri-height?	3	0.3807	equi-tri-height?	3	0.3804	equi-tri-height?	3	0.3804	equi-tri-height?	3	0.3807	equi-tri-height?	3	0.3807	Single-KC	170	0.2829	equi-tri-height?	3	0.3804	equi-tri-height?	3	0.3807	KC19	1	0.3537	equi-tri-height?	3	0.3807	equi-tri-height?	3	0.3780
998	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	TROGS	1	(TROG-AREA QUESTION2)	1996-02-01 01:37:50	1996-02-01 01:38:48	1996-02-01 01:38:49	1996-02-01 01:38:49	59	.	59	incorrect	1	0	1	.	Geometry	171	0.2828	triangle-area	26	0.2024	area	119	0.2549	triangle-area	26	0.2013	triangle-area	26	0.2019	triangle-area	26	0.2019	triangle-area	26	0.2013	triangle-area	26	0.2013	Single-KC	171	0.2828	triangle-area	26	0.2019	triangle-area	26	0.2013	KC5	1	0.4495	triangle-area	26	0.2013	triangle-area	26	0.1991
999	All Data	Stu_4e8a5be7f2663d2ccccfb59c684d5452	Unit Area	TROGS	1	(TROG-AREA QUESTION3)	1996-02-01 01:38:49	1996-02-01 01:39:22	1996-02-01 01:39:22	1996-02-01 01:39:22	33	33	.	correct	0	0	1	.	Geometry	172	0.2828	triangle-area	27	0.1980	area	120	0.2544	triangle-area	27	0.1968	triangle-area	27	0.1975	triangle-area	27	0.1975	triangle-area	27	0.1968	triangle-area	27	0.1968	Single-KC	172	0.2828	triangle-area	27	0.1975	triangle-area	27	0.1968	KC46	1	0.1884	triangle-area	27	0.1968	triangle-area	27	0.1947
